person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25,16200,RENT,2.0,MEDICAL,A,1500,6.91,0.09,N,4,no
29,46344,RENT,0.0,EDUCATION,B,3500,11.36,0.08,N,8,no
27,116000,MORTGAGE,4.0,PERSONAL,D,25000,13.36,0.22,N,6,yes
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,,0.1,N,4,no
25,73200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,,0.07,N,2,no
54,22880,RENT,6.0,MEDICAL,B,7500,11.89,0.33,N,22,yes
23,74000,MORTGAGE,7.0,PERSONAL,B,2100,,0.03,N,4,yes
24,82000,MORTGAGE,8.0,EDUCATION,D,3500,,0.04,N,4,no
27,45000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6800,6.17,0.15,N,9,no
29,18000,RENT,,DEBTCONSOLIDATION,B,6400,10.37,0.36,N,6,yes
40,36100,RENT,9.0,VENTURE,B,15250,12.53,0.42,N,16,yes
30,42000,RENT,2.0,MEDICAL,B,7200,10.99,0.17,N,6,no
25,34000,MORTGAGE,2.0,VENTURE,C,15450,11.22,0.45,N,4,yes
25,80600,RENT,9.0,PERSONAL,B,13800,11.99,0.17,N,3,no
49,74880,RENT,6.0,MEDICAL,A,14300,7.51,0.19,N,16,no
22,44568,RENT,3.0,PERSONAL,B,3200,,0.07,N,4,no
35,54396,RENT,4.0,MEDICAL,C,5000,11.34,0.09,Y,10,no
35,61600,RENT,4.0,MEDICAL,A,4200,7.29,0.07,N,9,no
25,40000,OWN,3.0,EDUCATION,D,12000,14.83,0.3,N,4,no
34,57912,MORTGAGE,7.0,VENTURE,A,5600,5.42,0.1,N,8,no
30,14400,OWN,0.0,HOMEIMPROVEMENT,D,9250,14.96,0.64,N,10,yes
22,30996,RENT,6.0,EDUCATION,A,8000,7.14,0.26,N,4,yes
36,38000,RENT,15.0,VENTURE,C,20000,12.41,0.53,Y,16,yes
24,72000,RENT,6.0,DEBTCONSOLIDATION,D,20000,,0.28,Y,4,yes
29,30000,RENT,5.0,HOMEIMPROVEMENT,B,8000,12.69,0.27,N,6,yes
21,20000,RENT,0.0,MEDICAL,A,2000,,0.1,N,3,no
23,58000,MORTGAGE,7.0,PERSONAL,D,16500,,0.28,Y,4,yes
23,25800,RENT,2.0,VENTURE,C,6000,,0.23,Y,3,no
25,86000,MORTGAGE,10.0,VENTURE,A,13000,8.49,0.15,N,4,no
29,33000,RENT,2.0,EDUCATION,B,7200,11.71,0.22,N,10,yes
34,30857,RENT,6.0,VENTURE,C,3000,13.06,0.1,N,9,yes
27,35000,RENT,0.0,PERSONAL,C,14000,14.27,0.4,Y,8,yes
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,0.41,N,3,yes
23,65000,MORTGAGE,4.0,EDUCATION,A,7500,8.59,0.12,N,3,no
61,148000,MORTGAGE,30.0,DEBTCONSOLIDATION,B,24000,10.38,0.16,N,20,yes
23,65500,RENT,4.0,MEDICAL,C,35000,15.23,0.53,N,2,yes
30,69000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14000,10.14,0.2,N,10,yes
23,70000,RENT,4.0,MEDICAL,A,12000,,0.17,N,2,no
22,27600,RENT,0.0,VENTURE,D,6700,15.31,0.24,N,3,yes
24,78000,MORTGAGE,8.0,VENTURE,C,24000,15.96,0.31,N,4,yes
26,20004,RENT,2.0,EDUCATION,A,2000,8.59,0.1,N,3,yes
24,64600,RENT,2.0,PERSONAL,A,5000,7.9,0.08,N,3,no
24,42000,MORTGAGE,3.0,MEDICAL,A,8500,7.51,0.2,N,4,no
27,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.31,0.33,Y,8,yes
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,0.12,Y,4,yes
23,136000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,8.32,0.06,N,3,no
31,50000,RENT,0.0,MEDICAL,A,5000,6.91,0.1,N,7,no
35,32900,RENT,4.0,HOMEIMPROVEMENT,C,4800,13.23,0.15,Y,9,yes
25,60000,MORTGAGE,9.0,VENTURE,B,12000,10.99,0.2,N,2,no
37,30000,RENT,7.0,PERSONAL,B,10000,9.25,0.33,N,13,yes
25,30000,RENT,4.0,MEDICAL,A,10000,7.51,0.33,N,3,yes
22,24000,RENT,3.0,EDUCATION,C,6400,,0.27,Y,3,no
27,29000,RENT,4.0,PERSONAL,A,9750,7.51,0.34,N,6,yes
25,78000,RENT,4.0,DEBTCONSOLIDATION,D,15000,,0.19,Y,4,yes
23,39292,MORTGAGE,3.0,MEDICAL,A,3250,,0.08,N,3,yes
45,64000,MORTGAGE,8.0,PERSONAL,A,4800,8.9,0.07,N,17,yes
24,48000,RENT,6.0,EDUCATION,C,5000,13.11,0.1,Y,4,no
23,70500,OWN,2.0,EDUCATION,C,10500,13.92,0.15,N,4,no
24,35000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,0.34,N,2,yes
27,42000,MORTGAGE,0.0,PERSONAL,C,8000,13.61,0.19,Y,9,no
23,300000,MORTGAGE,5.0,EDUCATION,D,10000,15.65,0.03,Y,2,no
21,31700,RENT,0.0,DEBTCONSOLIDATION,B,7200,11.71,0.23,N,4,yes
21,10000,OWN,2.0,HOMEIMPROVEMENT,A,4500,8.63,0.45,N,2,yes
27,60000,MORTGAGE,3.0,PERSONAL,B,6000,11.48,0.1,N,10,no
24,69000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,3000,11.11,0.04,N,2,no
23,43200,RENT,0.0,EDUCATION,A,9000,6.17,0.21,N,3,no
23,85000,RENT,0.0,PERSONAL,B,12000,10.37,0.14,N,4,no
21,7200,RENT,0.0,VENTURE,C,2500,13.11,0.35,N,3,yes
24,17496,RENT,,EDUCATION,C,3700,14.22,0.21,N,4,yes
29,62532,RENT,6.0,PERSONAL,C,9000,13.49,0.14,N,9,no
25,82000,RENT,2.0,VENTURE,B,4050,9.99,0.05,N,2,no
27,76000,MORTGAGE,7.0,EDUCATION,B,6400,10.65,0.08,N,7,no
25,30780,MORTGAGE,,MEDICAL,A,5500,8.49,0.18,N,4,yes
38,114000,MORTGAGE,22.0,DEBTCONSOLIDATION,B,19000,9.99,0.17,N,12,no
24,14400,RENT,4.0,MEDICAL,A,4050,6.91,0.28,N,4,yes
36,34000,MORTGAGE,2.0,VENTURE,B,5000,10.65,0.15,N,11,no
55,54000,RENT,20.0,VENTURE,A,5800,6.76,0.11,N,24,no
23,24000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.62,0.21,N,4,no
22,33000,RENT,0.0,DEBTCONSOLIDATION,E,5500,,0.17,Y,3,yes
25,49000,RENT,5.0,MEDICAL,B,15000,12.18,0.31,N,4,yes
36,50000,RENT,2.0,DEBTCONSOLIDATION,A,5500,8.32,0.11,N,16,no
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,0.4,N,4,yes
33,34000,RENT,17.0,DEBTCONSOLIDATION,D,11175,14.96,0.33,N,8,yes
31,55000,OWN,15.0,PERSONAL,A,8000,7.51,0.15,N,8,no
26,26989,RENT,2.0,MEDICAL,C,1525,15.23,0.06,Y,3,no
22,107004,MORTGAGE,2.0,VENTURE,A,10000,7.29,0.09,N,4,no
25,12000,RENT,2.0,HOMEIMPROVEMENT,B,2000,11.89,0.17,N,4,yes
21,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2200,12.42,0.03,N,3,no
22,48000,RENT,7.0,VENTURE,B,20000,10.65,0.42,N,3,yes
31,46700,MORTGAGE,5.0,MEDICAL,B,7200,,0.15,N,6,no
34,54600,RENT,2.0,MEDICAL,A,2500,7.88,0.05,N,8,no
23,55200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,11.86,0.04,N,3,no
30,52500,RENT,2.0,HOMEIMPROVEMENT,B,20000,10.37,0.38,N,7,yes
31,36000,RENT,2.0,MEDICAL,B,5000,10.36,0.14,N,9,no
27,58000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500,,0.03,N,9,no
32,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.88,0.14,N,5,no
34,83200,MORTGAGE,3.0,PERSONAL,C,5000,14.79,0.06,Y,8,no
26,69000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,6200,15.99,0.09,N,2,yes
22,48000,RENT,1.0,PERSONAL,A,7750,7.74,0.16,N,2,no
24,89523,RENT,8.0,PERSONAL,B,3000,10.25,0.03,N,3,no
33,87000,MORTGAGE,17.0,VENTURE,E,9000,17.93,0.1,Y,7,no
31,72250,OTHER,6.0,MEDICAL,F,25000,17.03,0.29,Y,5,yes
40,38000,RENT,4.0,DEBTCONSOLIDATION,D,7000,15.99,0.18,N,16,yes
24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,0.36,N,4,yes
26,82000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,20000,13.57,0.24,N,2,no
25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0.2,N,4,no
26,66800,MORTGAGE,0.0,PERSONAL,B,2500,11.49,0.04,N,4,no
23,29000,OWN,,MEDICAL,F,10000,18.62,0.34,Y,3,yes
37,22000,RENT,2.0,MEDICAL,B,4000,10.0,0.18,N,17,no
31,30000,RENT,4.0,HOMEIMPROVEMENT,B,5000,9.91,0.17,N,5,yes
23,61200,RENT,4.0,MEDICAL,B,20000,11.14,0.28,N,2,yes
27,31200,OWN,2.0,HOMEIMPROVEMENT,C,6000,14.35,0.19,N,7,no
23,63000,RENT,0.0,DEBTCONSOLIDATION,A,5600,8.49,0.09,N,4,no
23,105000,MORTGAGE,4.0,VENTURE,B,19000,11.99,0.18,N,3,no
25,31200,RENT,4.0,MEDICAL,A,4200,8.9,0.13,N,3,no
25,54000,MORTGAGE,1.0,EDUCATION,A,6000,6.17,0.11,N,4,no
24,55000,RENT,8.0,HOMEIMPROVEMENT,A,20000,6.91,0.36,N,2,yes
33,44000,RENT,6.0,DEBTCONSOLIDATION,D,6000,14.96,0.14,N,8,yes
21,15874,RENT,,EDUCATION,B,1500,,0.09,N,3,no
36,408000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,35000,7.9,0.09,N,13,no
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,0.38,N,4,yes
23,96000,RENT,7.0,PERSONAL,B,10000,10.65,0.1,N,3,no
25,28800,RENT,6.0,MEDICAL,A,14800,7.49,0.51,N,3,yes
25,12600,OWN,3.0,PERSONAL,C,1750,13.61,0.14,N,3,no
24,50004,RENT,5.0,EDUCATION,A,4000,7.88,0.08,N,2,no
26,57600,MORTGAGE,10.0,MEDICAL,B,1800,12.42,0.03,N,3,no
24,98000,OWN,8.0,VENTURE,A,12000,7.49,0.12,N,2,no
23,56000,RENT,7.0,VENTURE,C,4000,15.23,0.07,Y,4,no
28,50000,RENT,1.0,MEDICAL,C,16200,13.99,0.32,Y,5,yes
43,25000,RENT,6.0,MEDICAL,B,8000,11.99,0.32,N,17,yes
30,70125,MORTGAGE,2.0,MEDICAL,D,25000,15.33,0.3,Y,9,yes
22,72500,RENT,6.0,DEBTCONSOLIDATION,B,4200,11.71,0.06,N,3,no
34,56000,RENT,2.0,PERSONAL,C,6400,,0.11,Y,5,no
30,54000,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.84,0.37,Y,9,yes
29,58800,MORTGAGE,13.0,VENTURE,B,16000,9.88,0.27,N,6,no
24,54100,RENT,5.0,PERSONAL,A,4500,7.14,0.08,N,4,no
24,46180,RENT,1.0,VENTURE,C,2500,13.98,0.05,Y,3,yes
27,56253,RENT,11.0,HOMEIMPROVEMENT,B,10000,11.36,0.18,N,10,no
23,60000,RENT,3.0,EDUCATION,B,8000,10.25,0.13,N,3,no
30,80000,OWN,0.0,PERSONAL,D,8000,15.05,0.1,N,5,no
23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0.07,N,4,no
35,54000,RENT,1.0,EDUCATION,D,9000,14.46,0.17,N,8,yes
29,113000,RENT,1.0,EDUCATION,D,25000,15.31,0.22,N,6,yes
28,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6500,5.79,0.11,N,6,yes
22,30000,OWN,,EDUCATION,A,12000,7.66,0.4,N,2,no
23,75000,MORTGAGE,7.0,EDUCATION,B,7100,9.25,0.09,N,2,no
31,39000,RENT,0.0,HOMEIMPROVEMENT,D,16450,16.02,0.42,N,10,yes
29,35000,RENT,1.0,VENTURE,A,15000,7.9,0.43,N,10,yes
24,80000,MORTGAGE,0.0,MEDICAL,C,25000,,0.31,Y,2,no
28,19200,RENT,0.0,DEBTCONSOLIDATION,B,4000,12.69,0.21,N,8,yes
29,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,8000,15.58,0.18,N,9,no
24,116664,RENT,8.0,VENTURE,D,8000,16.49,0.07,N,3,no
35,19000,RENT,2.0,HOMEIMPROVEMENT,C,3300,13.85,0.17,N,6,yes
36,25000,RENT,2.0,PERSONAL,B,6200,9.91,0.25,N,14,yes
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0.13,Y,3,no
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,,0.13,N,3,yes
25,62000,RENT,9.0,DEBTCONSOLIDATION,A,5000,,0.08,N,2,no
28,54000,MORTGAGE,12.0,MEDICAL,C,6000,15.23,0.11,N,8,yes
23,70000,RENT,1.0,MEDICAL,B,10000,9.99,0.14,N,4,no
24,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,11.14,0.14,N,3,no
23,60000,RENT,3.0,VENTURE,D,10400,14.91,0.17,Y,4,no
23,65488,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.86,0.15,N,3,no
26,210000,RENT,4.0,PERSONAL,C,15000,12.99,0.07,N,4,no
25,44000,RENT,9.0,MEDICAL,C,8500,14.27,0.19,N,4,yes
43,91800,MORTGAGE,0.0,MEDICAL,D,8400,14.84,0.08,N,14,yes
32,53196,RENT,9.0,VENTURE,B,25000,11.86,0.47,N,9,yes
24,53000,MORTGAGE,8.0,PERSONAL,D,10000,14.91,0.19,N,2,no
44,51850,RENT,7.0,MEDICAL,D,10000,14.11,0.16,N,12,yes
22,56920,MORTGAGE,6.0,VENTURE,D,10000,14.59,0.18,Y,2,yes
25,47000,OWN,9.0,PERSONAL,A,7000,7.51,0.15,N,4,no
32,202300,MORTGAGE,9.0,MEDICAL,D,25000,14.59,0.11,N,7,yes
24,25000,RENT,0.0,MEDICAL,D,6950,14.42,0.28,Y,3,yes
47,187000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,8.9,0.07,N,16,no
26,32000,RENT,6.0,PERSONAL,A,10000,6.99,0.31,N,3,yes
24,60000,MORTGAGE,3.0,VENTURE,B,4000,12.18,0.07,N,2,no
30,81120,OWN,3.0,PERSONAL,B,18000,10.75,0.22,N,5,no
29,40000,RENT,12.0,DEBTCONSOLIDATION,B,16000,11.71,0.4,N,6,yes
28,111000,MORTGAGE,12.0,DEBTCONSOLIDATION,F,25000,19.79,0.23,N,5,yes
25,59600,MORTGAGE,5.0,EDUCATION,E,6000,16.45,0.1,N,4,yes
26,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,15000,12.73,0.18,N,3,no
29,62050,MORTGAGE,13.0,MEDICAL,E,3600,17.99,0.05,N,9,yes
23,44000,RENT,0.0,VENTURE,E,7500,16.0,0.17,N,4,yes
28,63000,RENT,1.0,EDUCATION,C,11200,12.99,0.18,Y,7,no
27,50000,RENT,5.0,MEDICAL,A,7300,7.29,0.15,N,9,no
25,55784,RENT,2.0,DEBTCONSOLIDATION,C,18500,13.61,0.33,N,3,yes
26,35000,MORTGAGE,1.0,EDUCATION,D,5000,14.42,0.14,Y,2,no
26,120000,MORTGAGE,3.0,PERSONAL,A,4600,6.39,0.04,N,2,no
22,38000,RENT,5.0,PERSONAL,C,10000,13.49,0.26,N,2,no
27,26592,RENT,1.0,PERSONAL,A,2500,7.14,0.09,N,6,yes
28,26400,MORTGAGE,4.0,MEDICAL,A,3000,6.17,0.11,N,6,no
38,18720,RENT,0.0,DEBTCONSOLIDATION,D,6000,15.99,0.32,Y,12,yes
22,64000,MORTGAGE,2.0,EDUCATION,B,25000,11.83,0.39,N,4,no
38,200000,RENT,4.0,HOMEIMPROVEMENT,B,21000,10.37,0.1,N,11,no
28,38100,RENT,6.0,DEBTCONSOLIDATION,B,4800,9.63,0.13,N,10,yes
27,64000,RENT,3.0,PERSONAL,A,3600,7.49,0.06,N,5,yes
24,74000,RENT,7.0,DEBTCONSOLIDATION,E,6800,20.3,0.09,Y,2,yes
29,74000,MORTGAGE,3.0,EDUCATION,D,3000,16.32,0.04,N,6,yes
23,55000,OTHER,5.0,VENTURE,A,4000,9.32,0.07,N,2,no
27,31500,RENT,10.0,EDUCATION,C,6000,12.84,0.19,N,9,yes
25,50000,RENT,3.0,PERSONAL,D,4000,14.61,0.08,Y,4,no
24,65000,RENT,8.0,VENTURE,E,15000,16.32,0.23,Y,4,yes
39,49000,RENT,0.0,DEBTCONSOLIDATION,F,15175,19.13,0.31,Y,11,yes
22,45449,RENT,6.0,MEDICAL,B,12000,,0.26,N,4,yes
39,37000,RENT,6.0,PERSONAL,A,5000,,0.14,N,17,no
32,120000,MORTGAGE,16.0,VENTURE,B,25000,10.99,0.21,N,6,no
28,71652,MORTGAGE,11.0,PERSONAL,G,25000,20.03,0.35,N,9,yes
25,50000,RENT,9.0,HOMEIMPROVEMENT,C,6000,14.17,0.12,N,3,no
33,87895,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2800,7.14,0.03,N,9,no
32,77500,MORTGAGE,3.0,PERSONAL,B,13000,,0.17,N,10,no
24,30000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.9,0.47,N,2,yes
32,110000,OWN,16.0,EDUCATION,B,9000,11.48,0.08,N,10,no
23,35941,MORTGAGE,7.0,HOMEIMPROVEMENT,C,3500,13.35,0.1,N,2,yes
26,48701,RENT,3.0,MEDICAL,B,8000,11.48,0.16,N,4,no
23,66000,MORTGAGE,8.0,EDUCATION,B,8750,9.99,0.13,N,2,no
26,74000,MORTGAGE,1.0,MEDICAL,A,3000,6.76,0.04,N,3,no
31,60000,RENT,3.0,DEBTCONSOLIDATION,A,7500,5.79,0.13,N,9,no
22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.39,0.08,N,2,no
24,38268,MORTGAGE,,PERSONAL,B,6000,9.88,0.16,N,4,no
49,72000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.49,0.11,N,17,no
29,67027,RENT,,MEDICAL,A,5000,7.51,0.06,N,10,yes
26,28000,MORTGAGE,8.0,PERSONAL,A,4500,,0.16,N,2,yes
25,54000,RENT,1.0,DEBTCONSOLIDATION,D,20000,14.11,0.37,N,4,yes
27,86000,MORTGAGE,12.0,EDUCATION,A,23000,6.17,0.27,N,7,yes
22,69000,MORTGAGE,6.0,PERSONAL,B,15000,10.65,0.22,N,4,yes
23,40000,RENT,4.0,DEBTCONSOLIDATION,C,10000,12.84,0.25,N,4,no
28,54000,RENT,5.0,DEBTCONSOLIDATION,C,8000,15.23,0.15,N,9,no
28,25000,RENT,0.0,HOMEIMPROVEMENT,F,5175,18.43,0.21,Y,6,yes
24,63000,RENT,3.0,VENTURE,C,11500,14.79,0.18,N,2,no
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,0.19,N,3,yes
35,18200,RENT,4.0,MEDICAL,B,2725,,0.15,N,8,no
40,62000,OWN,5.0,DEBTCONSOLIDATION,D,4800,,0.08,N,16,no
22,58170,RENT,1.0,EDUCATION,A,3000,9.07,0.05,N,2,yes
25,57700,RENT,2.0,MEDICAL,D,10600,14.91,0.18,Y,4,yes
25,50000,MORTGAGE,6.0,PERSONAL,A,12800,7.49,0.26,N,4,yes
25,45996,RENT,2.0,DEBTCONSOLIDATION,G,5000,,0.11,Y,4,yes
41,69000,RENT,15.0,DEBTCONSOLIDATION,D,4000,16.29,0.06,N,13,yes
26,16800,RENT,,PERSONAL,B,10625,,0.63,N,3,yes
30,42000,RENT,2.0,EDUCATION,B,11000,12.53,0.26,N,9,no
21,33280,RENT,0.0,VENTURE,C,6000,13.23,0.18,Y,2,no
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,0.41,Y,2,yes
21,42000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,2500,7.29,0.06,N,4,no
23,20000,MORTGAGE,2.0,MEDICAL,B,6400,10.65,0.32,N,4,no
27,24570,MORTGAGE,2.0,PERSONAL,C,8500,,0.35,Y,8,no
24,50000,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.99,0.32,Y,2,yes
27,66300,MORTGAGE,0.0,MEDICAL,E,20000,17.56,0.26,N,8,yes
35,40000,MORTGAGE,18.0,MEDICAL,B,7200,10.71,0.18,N,5,no
23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,0.23,N,2,no
46,74000,MORTGAGE,18.0,VENTURE,C,20000,12.68,0.27,Y,16,no
24,120000,MORTGAGE,8.0,VENTURE,A,20000,7.9,0.17,N,4,no
28,50000,RENT,7.0,VENTURE,F,14000,19.04,0.28,Y,5,no
76,75000,RENT,23.0,MEDICAL,A,15000,8.94,0.2,N,25,no
42,98603,MORTGAGE,19.0,MEDICAL,C,24250,14.22,0.21,N,14,yes
24,39875,RENT,7.0,PERSONAL,D,13300,16.0,0.33,Y,4,yes
32,128000,RENT,11.0,VENTURE,C,10000,13.85,0.08,Y,5,yes
23,35500,RENT,5.0,EDUCATION,B,3500,10.99,0.1,N,3,no
23,24000,RENT,2.0,MEDICAL,B,2800,11.49,0.12,N,3,yes
22,90000,RENT,6.0,VENTURE,B,12000,,0.13,N,4,no
24,49700,RENT,3.0,MEDICAL,E,15000,15.68,0.3,N,4,yes
38,140000,MORTGAGE,2.0,MEDICAL,B,8000,10.95,0.06,N,14,no
29,48000,RENT,2.0,PERSONAL,B,15000,11.36,0.31,N,8,yes
23,108000,RENT,7.0,DEBTCONSOLIDATION,B,10000,,0.09,N,3,yes
22,56400,MORTGAGE,6.0,PERSONAL,E,25000,16.4,0.44,N,3,yes
21,29400,MORTGAGE,0.0,MEDICAL,B,12000,11.83,0.41,N,4,yes
23,60996,RENT,2.0,PERSONAL,D,4200,15.58,0.07,N,2,yes
23,29120,OWN,0.0,EDUCATION,A,6400,8.94,0.22,N,4,no
25,30000,RENT,6.0,EDUCATION,D,4000,16.49,0.13,Y,3,no
23,33098,MORTGAGE,,DEBTCONSOLIDATION,D,9000,16.29,0.27,Y,3,yes
32,40277,RENT,5.0,MEDICAL,B,15000,11.71,0.37,N,8,yes
29,28000,RENT,9.0,MEDICAL,A,13200,6.17,0.47,N,10,yes
23,48000,OWN,6.0,EDUCATION,B,5000,10.08,0.1,N,3,no
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0.12,N,2,no
20,85920,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,8.49,0.14,N,2,no
23,76800,MORTGAGE,0.0,EDUCATION,F,7200,20.89,0.09,N,2,yes
39,325000,MORTGAGE,14.0,PERSONAL,D,18000,14.96,0.06,Y,14,no
23,60000,MORTGAGE,7.0,MEDICAL,A,3000,8.9,0.05,N,4,no
40,35000,RENT,17.0,EDUCATION,A,2400,,0.07,N,16,no
32,20000,RENT,3.0,DEBTCONSOLIDATION,B,4750,10.37,0.24,N,8,no
25,32000,RENT,9.0,MEDICAL,E,15000,16.45,0.47,Y,2,yes
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4500,5.79,0.12,N,3,no
40,83000,RENT,3.0,HOMEIMPROVEMENT,D,23000,12.36,0.28,Y,11,yes
48,16800,OWN,0.0,HOMEIMPROVEMENT,B,3300,10.99,0.2,N,14,yes
23,16080,RENT,,DEBTCONSOLIDATION,D,3000,16.29,0.19,Y,2,yes
28,62000,RENT,4.0,PERSONAL,C,7200,12.99,0.12,Y,9,no
23,38800,RENT,2.0,EDUCATION,A,14575,,0.38,N,2,yes
23,69000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,14.96,0.22,N,2,yes
30,132000,RENT,14.0,HOMEIMPROVEMENT,B,21500,10.62,0.16,N,8,no
28,30000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.62,0.4,N,7,yes
23,110000,RENT,7.0,EDUCATION,B,15000,12.18,0.14,N,2,no
22,33000,MORTGAGE,4.0,VENTURE,C,12500,14.26,0.38,Y,4,no
31,24000,RENT,0.0,PERSONAL,D,4400,15.62,0.18,N,6,yes
25,75600,MORTGAGE,2.0,PERSONAL,A,14500,9.63,0.19,N,4,no
27,102000,MORTGAGE,1.0,VENTURE,C,15000,12.84,0.15,N,8,no
27,70800,MORTGAGE,0.0,EDUCATION,G,20000,21.21,0.28,Y,8,yes
24,56000,RENT,8.0,EDUCATION,A,5600,6.03,0.1,N,3,no
22,27600,RENT,2.0,DEBTCONSOLIDATION,B,16300,,0.59,N,4,yes
49,72000,MORTGAGE,2.0,VENTURE,A,14825,6.03,0.21,N,12,no
23,78000,MORTGAGE,7.0,MEDICAL,B,25000,,0.32,N,4,no
23,64000,RENT,0.0,HOMEIMPROVEMENT,D,7500,13.55,0.12,N,3,yes
23,130000,OWN,7.0,VENTURE,D,22600,14.96,0.17,Y,2,no
23,66000,RENT,2.0,EDUCATION,A,7000,7.66,0.11,N,3,no
26,39672,MORTGAGE,10.0,PERSONAL,D,11500,15.7,0.29,N,4,no
48,57996,RENT,2.0,HOMEIMPROVEMENT,C,7000,13.61,0.12,Y,12,no
22,110000,RENT,7.0,EDUCATION,C,20000,14.17,0.18,N,3,no
24,102000,MORTGAGE,6.0,VENTURE,B,9800,10.36,0.1,N,2,no
24,21168,RENT,3.0,VENTURE,C,2800,14.22,0.13,Y,4,no
28,30000,RENT,7.0,VENTURE,B,10000,10.38,0.33,N,5,yes
28,51200,RENT,12.0,DEBTCONSOLIDATION,B,12000,,0.23,N,7,yes
22,39900,RENT,4.0,VENTURE,B,19000,12.18,0.48,N,3,yes
40,39500,OWN,0.0,PERSONAL,A,10000,7.29,0.25,N,11,no
28,140000,MORTGAGE,12.0,VENTURE,A,9000,5.99,0.06,N,9,no
29,20064,RENT,3.0,MEDICAL,C,4400,13.92,0.22,Y,7,no
29,24000,MORTGAGE,0.0,EDUCATION,B,4000,10.59,0.17,N,10,no
25,86000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5000,10.36,0.06,N,2,yes
24,26000,RENT,5.0,VENTURE,C,12000,14.26,0.46,N,3,yes
22,47800,MORTGAGE,3.0,MEDICAL,B,15000,11.86,0.31,N,4,no
25,42000,RENT,0.0,VENTURE,A,3500,5.42,0.08,N,4,no
43,30000,RENT,0.0,PERSONAL,C,11525,13.57,0.38,Y,17,yes
38,60000,RENT,0.0,VENTURE,C,16000,13.22,0.27,N,14,no
28,30000,RENT,13.0,PERSONAL,B,14800,11.14,0.49,N,5,yes
25,31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,0.47,N,3,yes
25,82000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,10000,14.93,0.12,N,3,no
25,53000,RENT,1.0,PERSONAL,B,6475,10.59,0.12,N,4,no
24,55000,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.9,0.08,N,2,no
40,35827,RENT,13.0,MEDICAL,B,5000,10.75,0.14,N,16,no
40,56448,RENT,,HOMEIMPROVEMENT,F,28000,18.62,0.5,N,14,yes
27,34000,RENT,3.0,VENTURE,C,10000,13.49,0.29,N,10,yes
